billing_id,customer_key,billing_date,billing_type,consumption_kwh,amount,payment_status
5777,113,2024-02-15,Electricity,387,132.97,Bezahlt
5778,113,2024-02-15,Gas,1342,154.49,Bezahlt
5779,113,2024-03-15,Electricity,276,92.17,Bezahlt
5780,113,2024-03-15,Gas,1020,118.19,Überfällig
5781,113,2024-04-15,Electricity,271,121.18,Bezahlt
5782,113,2024-05-15,Electricity,222,89.34,Bezahlt
5783,113,2024-05-15,Gas,1020,111.71,Bezahlt
5784,113,2024-06-15,Electricity,165,61.22,Bezahlt
5785,113,2024-07-15,Electricity,182,64.18,Bezahlt
5786,113,2024-08-15,Electricity,196,78.36,Bezahlt
5787,113,2024-09-15,Electricity,286,103.8,Bezahlt
5788,113,2024-10-15,Electricity,229,82.81,Bezahlt
5789,113,2024-10-15,Gas,1032,146.06,Bezahlt
5790,113,2024-11-15,Electricity,281,125.78,Bezahlt
5791,113,2024-11-15,Gas,1163,168.08,Überfällig
5792,113,2024-12-15,Electricity,394,122.93,Bezahlt
5793,113,2025-01-15,Electricity,402,170.81,Offen
5794,113,2025-02-15,Electricity,348,133.57,Bezahlt
5795,113,2025-02-15,Gas,1513,176.25,Bezahlt
5796,113,2025-03-15,Electricity,281,111.6,Bezahlt
5797,113,2025-03-15,Gas,1351,163.8,Bezahlt
5798,113,2025-04-15,Electricity,245,87.1,Bezahlt
5799,113,2025-04-15,Gas,930,133.57,Bezahlt
5800,113,2025-05-15,Electricity,239,99.14,Bezahlt
5801,113,2025-06-15,Electricity,165,61.94,Bezahlt
5802,113,2025-06-15,Gas,643,72.85,Bezahlt
5803,114,2023-01-15,Electricity,374,151.53,Bezahlt
5804,114,2023-02-15,Electricity,315,115.83,Bezahlt
5805,114,2023-03-15,Electricity,278,121.54,Bezahlt
5806,114,2023-03-15,Gas,1059,141.08,Bezahlt
5807,114,2023-04-15,Electricity,224,81.39,Bezahlt
5808,114,2023-04-15,Gas,1020,105.35,Bezahlt
5809,114,2023-05-15,Electricity,259,108.58,Bezahlt
5810,114,2023-05-15,Gas,1095,129.21,Bezahlt
5811,114,2023-06-15,Electricity,197,72.34,Offen
5812,114,2023-06-15,Gas,657,75.23,Bezahlt
5813,114,2023-07-15,Electricity,200,68.92,Bezahlt
5814,114,2023-07-15,Gas,721,98.91,Bezahlt
5815,114,2023-08-15,Electricity,179,69.86,Bezahlt
5816,114,2023-08-15,Gas,781,73.8,Bezahlt
5817,114,2023-09-15,Electricity,220,95.41,Bezahlt
5818,114,2023-09-15,Gas,985,109.79,Offen
5819,114,2023-10-15,Electricity,212,89.75,Bezahlt
5820,114,2023-10-15,Gas,942,87.98,Bezahlt
5821,114,2023-11-15,Electricity,266,101.98,Bezahlt
5822,114,2023-11-15,Gas,1225,125.31,Bezahlt
5823,114,2023-12-15,Electricity,373,141.62,Bezahlt
5824,114,2023-12-15,Gas,1347,118.09,Bezahlt
5825,114,2024-01-15,Electricity,365,159.7,Bezahlt
5826,114,2024-02-15,Electricity,343,147.83,Bezahlt
5827,114,2024-02-15,Gas,1313,138.57,Bezahlt
5828,114,2024-03-15,Electricity,276,112.7,Offen
5829,114,2024-03-15,Gas,1279,125.52,Bezahlt
5830,114,2024-04-15,Electricity,218,78.32,Bezahlt
5831,114,2024-04-15,Gas,883,119.66,Bezahlt
5832,114,2024-05-15,Electricity,250,92.12,Bezahlt
5833,114,2024-05-15,Gas,1079,124.81,Bezahlt
5834,114,2024-06-15,Electricity,181,74.11,Bezahlt
5835,114,2024-06-15,Gas,595,82.93,Bezahlt
5836,114,2024-07-15,Electricity,162,76.58,Bezahlt
5837,114,2024-07-15,Gas,640,74.83,Bezahlt
5838,114,2024-08-15,Electricity,194,89.61,Offen
5839,114,2024-09-15,Electricity,259,91.33,Offen
5840,114,2024-10-15,Electricity,230,109.02,Offen
5841,114,2024-11-15,Electricity,268,100.11,Bezahlt
5842,114,2024-11-15,Gas,1208,123.51,Bezahlt
5843,114,2024-12-15,Electricity,308,123.83,Bezahlt
5844,114,2024-12-15,Gas,1522,187.8,Überfällig
5845,114,2025-01-15,Electricity,298,102.52,Bezahlt
5846,114,2025-02-15,Electricity,379,142.54,Bezahlt
5847,114,2025-02-15,Gas,1595,199.43,Überfällig
5848,114,2025-03-15,Electricity,309,104.47,Bezahlt
5849,114,2025-03-15,Gas,1211,154.66,Bezahlt
5850,114,2025-04-15,Electricity,274,97.9,Bezahlt
5851,114,2025-05-15,Electricity,269,90.74,Offen
5852,114,2025-05-15,Gas,1121,147.44,Bezahlt
5853,114,2025-06-15,Electricity,175,83.17,Bezahlt
5854,114,2025-06-15,Gas,654,68.27,Bezahlt
5855,115,2023-01-15,Electricity,370,116.74,Bezahlt
5856,115,2023-01-15,Gas,1308,161.86,Bezahlt
5857,115,2023-02-15,Electricity,298,126.52,Bezahlt
5858,115,2023-02-15,Gas,1588,141.44,Bezahlt
5859,115,2023-03-15,Electricity,276,90.98,Bezahlt
5860,115,2023-03-15,Gas,1025,141.98,Offen
5861,115,2023-04-15,Electricity,243,112.32,Bezahlt
5862,115,2023-04-15,Gas,933,106.39,Bezahlt
5863,115,2023-05-15,Electricity,279,118.06,Bezahlt
5864,115,2023-05-15,Gas,924,106.82,Bezahlt
5865,115,2023-06-15,Electricity,161,74.47,Bezahlt
5866,115,2023-06-15,Gas,715,68.32,Bezahlt
5867,115,2023-07-15,Electricity,199,86.6,Offen
5868,115,2023-07-15,Gas,762,113.84,Bezahlt
5869,115,2023-08-15,Electricity,198,74.39,Bezahlt
5870,115,2023-08-15,Gas,642,77.04,Überfällig
5871,115,2023-09-15,Electricity,242,82.13,Bezahlt
5872,115,2023-09-15,Gas,881,128.6,Bezahlt
5873,115,2023-10-15,Electricity,228,98.39,Bezahlt
5874,115,2023-10-15,Gas,959,136.73,Offen
5875,115,2023-11-15,Electricity,261,110.71,Offen
5876,115,2023-11-15,Gas,1239,135.7,Überfällig
5877,115,2023-12-15,Electricity,348,111.57,Bezahlt
5878,115,2023-12-15,Gas,1375,119.73,Bezahlt
5879,115,2024-01-15,Electricity,316,129.88,Bezahlt
5880,115,2024-02-15,Electricity,339,128.72,Bezahlt
5881,115,2024-02-15,Gas,1215,157.6,Überfällig
5882,115,2024-03-15,Electricity,339,146.49,Bezahlt
5883,115,2024-04-15,Electricity,253,95.36,Bezahlt
5884,115,2024-04-15,Gas,876,96.07,Bezahlt
5885,115,2024-05-15,Electricity,244,89.07,Bezahlt
5886,115,2024-06-15,Electricity,153,66.89,Bezahlt
5887,115,2024-06-15,Gas,620,64.54,Bezahlt
5888,115,2024-07-15,Electricity,165,62.86,Bezahlt
5889,115,2024-07-15,Gas,779,71.63,Bezahlt
5890,115,2024-08-15,Electricity,196,87.63,Bezahlt
5891,115,2024-09-15,Electricity,248,113.46,Bezahlt
5892,115,2024-09-15,Gas,1065,105.92,Bezahlt
5893,115,2024-10-15,Electricity,275,112.38,Bezahlt
5894,115,2024-10-15,Gas,896,87.55,Überfällig
5895,115,2024-11-15,Electricity,300,137.11,Bezahlt
5896,115,2024-11-15,Gas,1277,163.51,Bezahlt
5897,115,2024-12-15,Electricity,391,175.92,Offen
5898,115,2024-12-15,Gas,1537,160.84,Bezahlt
5899,115,2025-01-15,Electricity,363,123.26,Bezahlt
5900,115,2025-01-15,Gas,1554,160.18,Bezahlt
5901,115,2025-02-15,Electricity,314,114.63,Bezahlt
5902,115,2025-03-15,Electricity,340,142.94,Offen
5903,115,2025-04-15,Electricity,256,118.82,Offen
5904,115,2025-04-15,Gas,982,109.28,Bezahlt
5905,115,2025-05-15,Electricity,268,107.24,Bezahlt
5906,115,2025-06-15,Electricity,159,64.37,Bezahlt
5907,115,2025-06-15,Gas,677,66.51,Bezahlt
5908,116,2023-01-15,Electricity,251,83.74,Bezahlt
5909,116,2023-01-15,Gas,995,140.24,Bezahlt
5910,116,2023-02-15,Electricity,290,116.53,Bezahlt
5911,116,2023-02-15,Gas,1068,100.26,Bezahlt
5912,116,2023-03-15,Electricity,236,90.0,Bezahlt
5913,116,2023-04-15,Electricity,174,70.86,Bezahlt
5914,116,2023-04-15,Gas,648,82.23,Bezahlt
5915,116,2023-05-15,Electricity,174,66.28,Offen
5916,116,2023-05-15,Gas,609,79.91,Bezahlt
5917,116,2023-06-15,Electricity,147,68.3,Bezahlt
5918,116,2023-07-15,Electricity,119,57.46,Bezahlt
5919,116,2023-08-15,Electricity,136,51.18,Bezahlt
5920,116,2023-09-15,Electricity,197,86.13,Bezahlt
5921,116,2023-09-15,Gas,577,70.04,Bezahlt
5922,116,2023-10-15,Electricity,165,71.09,Bezahlt
5923,116,2023-10-15,Gas,625,94.09,Bezahlt
5924,116,2023-11-15,Electricity,199,91.26,Bezahlt
5925,116,2023-12-15,Electricity,246,94.75,Bezahlt
5926,116,2023-12-15,Gas,1037,113.18,Bezahlt
5927,116,2024-01-15,Electricity,271,103.92,Bezahlt
5928,116,2024-01-15,Gas,1008,143.83,Bezahlt
5929,116,2024-02-15,Electricity,255,114.31,Bezahlt
5930,116,2024-02-15,Gas,890,117.75,Bezahlt
5931,116,2024-03-15,Electricity,242,110.39,Bezahlt
5932,116,2024-03-15,Gas,720,75.94,Bezahlt
5933,116,2024-04-15,Electricity,188,84.97,Überfällig
5934,116,2024-04-15,Gas,661,84.54,Offen
5935,116,2024-05-15,Electricity,170,83.29,Bezahlt
5936,116,2024-05-15,Gas,642,75.59,Bezahlt
5937,116,2024-06-15,Electricity,123,61.03,Bezahlt
5938,116,2024-06-15,Gas,492,72.27,Bezahlt
5939,116,2024-07-15,Electricity,135,68.81,Bezahlt
5940,116,2024-08-15,Electricity,109,47.87,Bezahlt
5941,116,2024-08-15,Gas,451,45.27,Bezahlt
5942,116,2024-09-15,Electricity,161,79.66,Offen
5943,116,2024-09-15,Gas,756,108.78,Bezahlt
5944,116,2024-10-15,Electricity,191,69.27,Bezahlt
5945,116,2024-10-15,Gas,596,65.98,Bezahlt
5946,116,2024-11-15,Electricity,189,69.86,Bezahlt
5947,116,2024-11-15,Gas,819,95.28,Überfällig
5948,116,2024-12-15,Electricity,225,88.44,Offen
5949,116,2024-12-15,Gas,979,111.77,Offen
5950,116,2025-01-15,Electricity,219,79.18,Bezahlt
5951,116,2025-01-15,Gas,918,127.44,Offen
5952,116,2025-02-15,Electricity,253,89.0,Bezahlt
5953,116,2025-02-15,Gas,826,100.86,Bezahlt
5954,116,2025-03-15,Electricity,250,104.8,Offen
5955,116,2025-04-15,Electricity,210,100.5,Bezahlt
5956,116,2025-05-15,Electricity,172,61.52,Bezahlt
5957,116,2025-05-15,Gas,731,87.86,Bezahlt
5958,116,2025-06-15,Electricity,126,60.44,Bezahlt
5959,116,2025-06-15,Gas,408,45.0,Bezahlt
5960,117,2023-01-15,Electricity,391,149.22,Offen
5961,117,2023-02-15,Electricity,331,107.08,Bezahlt
5962,117,2023-02-15,Gas,1560,190.71,Bezahlt
5963,117,2023-03-15,Electricity,333,118.77,Offen
5964,117,2023-04-15,Electricity,256,86.17,Bezahlt
5965,117,2023-04-15,Gas,1059,142.88,Bezahlt
5966,117,2023-05-15,Electricity,228,79.05,Bezahlt
5967,117,2023-06-15,Electricity,150,59.93,Bezahlt
5968,117,2023-06-15,Gas,711,70.66,Bezahlt
5969,117,2023-07-15,Electricity,180,71.39,Überfällig
5970,117,2023-07-15,Gas,786,113.85,Bezahlt
5971,117,2023-08-15,Electricity,163,59.88,Bezahlt
5972,117,2023-08-15,Gas,703,79.49,Bezahlt
5973,117,2023-09-15,Electricity,226,104.33,Bezahlt
5974,117,2023-09-15,Gas,1101,147.45,Bezahlt
5975,117,2023-10-15,Electricity,226,101.18,Bezahlt
5976,117,2023-10-15,Gas,968,111.78,Bezahlt
5977,117,2023-11-15,Electricity,265,87.75,Bezahlt
5978,117,2023-11-15,Gas,1051,104.11,Bezahlt
5979,117,2023-12-15,Electricity,389,159.37,Bezahlt
5980,117,2024-01-15,Electricity,377,153.92,Bezahlt
5981,117,2024-02-15,Electricity,351,125.58,Bezahlt
5982,117,2024-02-15,Gas,1506,187.87,Offen
5983,117,2024-03-15,Electricity,336,107.93,Bezahlt
5984,117,2024-04-15,Electricity,256,98.29,Offen
5985,117,2024-04-15,Gas,911,127.04,Bezahlt
5986,117,2024-05-15,Electricity,258,111.5,Bezahlt
5987,117,2024-06-15,Electricity,171,79.07,Bezahlt
5988,117,2024-06-15,Gas,689,87.29,Bezahlt
5989,117,2024-07-15,Electricity,192,88.62,Bezahlt
5990,117,2024-07-15,Gas,610,77.93,Offen
5991,117,2024-08-15,Electricity,167,63.6,Bezahlt
5992,117,2024-08-15,Gas,710,83.07,Bezahlt
5993,117,2024-09-15,Electricity,222,75.29,Bezahlt
5994,117,2024-10-15,Electricity,263,87.22,Bezahlt
5995,117,2024-11-15,Electricity,291,105.97,Bezahlt
5996,117,2024-12-15,Electricity,354,158.0,Bezahlt
5997,117,2024-12-15,Gas,1519,184.11,Bezahlt
5998,117,2025-01-15,Electricity,303,112.67,Bezahlt
5999,117,2025-01-15,Gas,1445,143.22,Bezahlt
6000,117,2025-02-15,Electricity,333,132.14,Bezahlt
6001,117,2025-02-15,Gas,1239,172.11,Bezahlt
6002,117,2025-03-15,Electricity,299,109.69,Bezahlt
6003,117,2025-04-15,Electricity,269,106.51,Bezahlt
6004,117,2025-04-15,Gas,1114,161.61,Bezahlt
6005,117,2025-05-15,Electricity,231,97.79,Bezahlt
6006,117,2025-05-15,Gas,1081,138.34,Überfällig
6007,117,2025-06-15,Electricity,195,92.08,Bezahlt
6008,117,2025-06-15,Gas,694,64.66,Bezahlt
6009,118,2023-01-15,Electricity,401,171.39,Bezahlt
6010,118,2023-01-15,Gas,1366,133.61,Bezahlt
6011,118,2023-02-15,Electricity,329,145.43,Bezahlt
6012,118,2023-02-15,Gas,1293,160.86,Bezahlt
6013,118,2023-03-15,Electricity,286,124.91,Bezahlt
6014,118,2023-03-15,Gas,1029,97.03,Offen
6015,118,2023-04-15,Electricity,267,104.13,Offen
6016,118,2023-04-15,Gas,1108,126.71,Bezahlt
6017,118,2023-05-15,Electricity,270,112.37,Bezahlt
6018,118,2023-05-15,Gas,877,117.52,Bezahlt
6019,118,2023-06-15,Electricity,183,74.67,Bezahlt
6020,118,2023-06-15,Gas,768,90.81,Bezahlt
6021,118,2023-07-15,Electricity,167,66.57,Bezahlt
6022,118,2023-07-15,Gas,610,87.7,Offen
6023,118,2023-08-15,Electricity,173,61.91,Bezahlt
6024,118,2023-08-15,Gas,608,70.34,Bezahlt
6025,118,2023-09-15,Electricity,284,113.73,Offen
6026,118,2023-09-15,Gas,1050,142.56,Bezahlt
6027,118,2023-10-15,Electricity,259,97.05,Bezahlt
6028,118,2023-11-15,Electricity,269,110.74,Offen
6029,118,2023-11-15,Gas,1115,130.93,Bezahlt
6030,118,2023-12-15,Electricity,371,137.37,Bezahlt
6031,118,2023-12-15,Gas,1279,131.89,Bezahlt
6032,118,2024-01-15,Electricity,370,116.45,Bezahlt
6033,118,2024-02-15,Electricity,367,135.92,Bezahlt
6034,118,2024-02-15,Gas,1352,173.18,Bezahlt
6035,118,2024-03-15,Electricity,270,122.04,Bezahlt
6036,118,2024-04-15,Electricity,226,91.93,Bezahlt
6037,118,2024-04-15,Gas,988,94.03,Bezahlt
6038,118,2024-05-15,Electricity,260,116.67,Bezahlt
6039,118,2024-05-15,Gas,881,121.67,Bezahlt
6040,118,2024-06-15,Electricity,175,70.9,Bezahlt
6041,118,2024-06-15,Gas,663,79.86,Bezahlt
6042,118,2024-07-15,Electricity,192,86.6,Bezahlt
6043,118,2024-07-15,Gas,759,80.83,Bezahlt
6044,118,2024-08-15,Electricity,154,61.77,Bezahlt
6045,118,2024-09-15,Electricity,266,98.45,Bezahlt
6046,118,2024-10-15,Electricity,226,93.72,Bezahlt
6047,118,2024-10-15,Gas,1007,119.1,Bezahlt
6048,118,2024-11-15,Electricity,293,111.48,Bezahlt
6049,118,2024-11-15,Gas,1123,146.06,Bezahlt
6050,118,2024-12-15,Electricity,349,128.11,Bezahlt
6051,118,2024-12-15,Gas,1228,125.05,Bezahlt
6052,118,2025-01-15,Electricity,381,123.55,Bezahlt
6053,118,2025-01-15,Gas,1443,193.17,Bezahlt
6054,118,2025-02-15,Electricity,392,170.84,Bezahlt
6055,118,2025-03-15,Electricity,290,102.04,Bezahlt
6056,118,2025-04-15,Electricity,250,102.62,Bezahlt
6057,118,2025-04-15,Gas,1117,122.9,Bezahlt
6058,118,2025-05-15,Electricity,249,101.0,Bezahlt
6059,118,2025-05-15,Gas,1124,130.15,Bezahlt
6060,118,2025-06-15,Electricity,178,64.32,Bezahlt
6061,118,2025-06-15,Gas,718,73.17,Bezahlt
6062,119,2023-01-15,Electricity,313,110.5,Bezahlt
6063,119,2023-01-15,Gas,1442,193.06,Bezahlt
6064,119,2023-02-15,Electricity,394,126.36,Überfällig
6065,119,2023-02-15,Gas,1320,145.32,Bezahlt
6066,119,2023-03-15,Electricity,335,125.78,Bezahlt
6067,119,2023-03-15,Gas,1295,181.09,Bezahlt
6068,119,2023-04-15,Electricity,286,105.43,Bezahlt
6069,119,2023-04-15,Gas,872,79.41,Überfällig
6070,119,2023-05-15,Electricity,287,107.51,Bezahlt
6071,119,2023-05-15,Gas,982,113.21,Bezahlt
6072,119,2023-06-15,Electricity,173,76.42,Überfällig
6073,119,2023-06-15,Gas,640,69.4,Bezahlt
6074,119,2023-07-15,Electricity,178,72.86,Bezahlt
6075,119,2023-07-15,Gas,695,101.69,Bezahlt
6076,119,2023-08-15,Electricity,159,71.3,Bezahlt
6077,119,2023-09-15,Electricity,224,80.57,Offen
6078,119,2023-09-15,Gas,1059,143.82,Bezahlt
6079,119,2023-10-15,Electricity,257,108.7,Offen
6080,119,2023-11-15,Electricity,296,131.14,Bezahlt
6081,119,2023-11-15,Gas,1324,150.49,Bezahlt
6082,119,2023-12-15,Electricity,397,166.75,Bezahlt
6083,119,2023-12-15,Gas,1252,123.99,Bezahlt
6084,119,2024-01-15,Electricity,359,117.01,Bezahlt
6085,119,2024-01-15,Gas,1283,128.71,Bezahlt
6086,119,2024-02-15,Electricity,378,160.91,Überfällig
6087,119,2024-02-15,Gas,1491,156.24,Bezahlt
6088,119,2024-03-15,Electricity,314,122.45,Offen
6089,119,2024-03-15,Gas,1108,131.72,Bezahlt
6090,119,2024-04-15,Electricity,272,106.27,Bezahlt
6091,119,2024-04-15,Gas,925,105.85,Bezahlt
6092,119,2024-05-15,Electricity,284,102.13,Bezahlt
6093,119,2024-05-15,Gas,988,121.53,Bezahlt
6094,119,2024-06-15,Electricity,163,59.84,Bezahlt
6095,119,2024-07-15,Electricity,176,66.19,Bezahlt
6096,119,2024-07-15,Gas,608,59.69,Bezahlt
6097,119,2024-08-15,Electricity,179,74.61,Bezahlt
6098,119,2024-08-15,Gas,697,104.14,Bezahlt
6099,119,2024-09-15,Electricity,243,92.01,Bezahlt
6100,119,2024-10-15,Electricity,247,99.1,Bezahlt
6101,119,2024-10-15,Gas,995,132.24,Offen
6102,119,2024-11-15,Electricity,267,103.2,Bezahlt
6103,119,2024-11-15,Gas,1040,117.19,Bezahlt
6104,119,2024-12-15,Electricity,392,172.35,Bezahlt
6105,119,2025-01-15,Electricity,393,173.58,Bezahlt
6106,119,2025-01-15,Gas,1495,149.31,Bezahlt
6107,119,2025-02-15,Electricity,401,157.35,Bezahlt
6108,119,2025-03-15,Electricity,326,145.98,Bezahlt
6109,119,2025-03-15,Gas,1108,161.38,Bezahlt
6110,119,2025-04-15,Electricity,257,118.4,Bezahlt
6111,119,2025-04-15,Gas,993,89.73,Offen
6112,119,2025-05-15,Electricity,235,98.27,Bezahlt
6113,119,2025-05-15,Gas,1046,152.79,Bezahlt
6114,119,2025-06-15,Electricity,199,69.02,Bezahlt
6115,119,2025-06-15,Gas,623,60.94,Bezahlt
6116,120,2023-01-15,Electricity,817,262.63,Bezahlt
6117,120,2023-01-15,Gas,3235,431.92,Bezahlt
6118,120,2023-02-15,Electricity,928,371.41,Überfällig
6119,120,2023-03-15,Electricity,831,345.12,Bezahlt
6120,120,2023-03-15,Gas,2335,324.32,Überfällig
6121,120,2023-04-15,Electricity,617,270.17,Bezahlt
6122,120,2023-04-15,Gas,2327,206.67,Bezahlt
6123,120,2023-05-15,Electricity,672,271.55,Bezahlt
6124,120,2023-05-15,Gas,2395,233.19,Bezahlt
6125,120,2023-06-15,Electricity,413,175.58,Bezahlt
6126,120,2023-06-15,Gas,1591,188.76,Bezahlt
6127,120,2023-07-15,Electricity,432,157.63,Bezahlt
6128,120,2023-08-15,Electricity,517,214.6,Bezahlt
6129,120,2023-08-15,Gas,1264,142.04,Bezahlt
6130,120,2023-09-15,Electricity,577,240.31,Offen
6131,120,2023-09-15,Gas,2267,260.16,Bezahlt
6132,120,2023-10-15,Electricity,679,237.24,Bezahlt
6133,120,2023-10-15,Gas,2370,212.7,Bezahlt
6134,120,2023-11-15,Electricity,823,342.01,Bezahlt
6135,120,2023-11-15,Gas,2797,317.08,Bezahlt
6136,120,2023-12-15,Electricity,801,265.84,Bezahlt
6137,120,2023-12-15,Gas,3204,350.85,Bezahlt
6138,120,2024-01-15,Electricity,809,255.44,Bezahlt
6139,120,2024-01-15,Gas,2738,348.8,Bezahlt
6140,120,2024-02-15,Electricity,956,323.45,Bezahlt
6141,120,2024-02-15,Gas,3276,409.32,Bezahlt
6142,120,2024-03-15,Electricity,865,261.22,Bezahlt
6143,120,2024-03-15,Gas,2353,200.08,Bezahlt
6144,120,2024-04-15,Electricity,618,192.88,Bezahlt
6145,120,2024-05-15,Electricity,647,210.59,Bezahlt
6146,120,2024-05-15,Gas,2332,334.16,Bezahlt
6147,120,2024-06-15,Electricity,529,224.43,Offen
6148,120,2024-06-15,Gas,1543,203.9,Bezahlt
6149,120,2024-07-15,Electricity,524,196.79,Bezahlt
6150,120,2024-07-15,Gas,1371,184.38,Bezahlt
6151,120,2024-08-15,Electricity,527,221.14,Bezahlt
6152,120,2024-08-15,Gas,1366,137.94,Bezahlt
6153,120,2024-09-15,Electricity,623,267.84,Bezahlt
6154,120,2024-09-15,Gas,2249,201.27,Bezahlt
6155,120,2024-10-15,Electricity,668,265.72,Offen
6156,120,2024-10-15,Gas,2299,205.59,Bezahlt
6157,120,2024-11-15,Electricity,822,243.17,Bezahlt
6158,120,2024-11-15,Gas,2246,299.35,Bezahlt
6159,120,2024-12-15,Electricity,999,338.54,Bezahlt
6160,120,2025-01-15,Electricity,1065,342.58,Überfällig
6161,120,2025-01-15,Gas,3085,264.93,Bezahlt
6162,120,2025-02-15,Electricity,1070,436.12,Bezahlt
6163,120,2025-02-15,Gas,3236,315.98,Bezahlt
6164,120,2025-03-15,Electricity,728,277.29,Überfällig
6165,120,2025-04-15,Electricity,704,296.54,Bezahlt
6166,120,2025-04-15,Gas,2252,315.39,Bezahlt
6167,120,2025-05-15,Electricity,583,249.42,Bezahlt
6168,120,2025-05-15,Gas,2202,277.44,Bezahlt
6169,120,2025-06-15,Electricity,439,151.55,Bezahlt
6170,120,2025-06-15,Gas,1265,182.07,Bezahlt
6171,121,2023-01-15,Electricity,436,178.82,Bezahlt
6172,121,2023-01-15,Gas,1429,167.81,Bezahlt
6173,121,2023-02-15,Electricity,415,164.8,Bezahlt
6174,121,2023-02-15,Gas,1561,186.2,Bezahlt
6175,121,2023-03-15,Electricity,394,148.57,Bezahlt
6176,121,2023-03-15,Gas,1223,136.94,Bezahlt
6177,121,2023-04-15,Electricity,259,119.34,Bezahlt
6178,121,2023-04-15,Gas,1043,125.55,Überfällig
6179,121,2023-05-15,Electricity,277,123.57,Bezahlt
6180,121,2023-06-15,Electricity,199,83.26,Bezahlt
6181,121,2023-06-15,Gas,783,90.45,Offen
6182,121,2023-07-15,Electricity,179,66.49,Bezahlt
6183,121,2023-07-15,Gas,855,115.91,Bezahlt
6184,121,2023-08-15,Electricity,208,85.5,Bezahlt
6185,121,2023-08-15,Gas,850,108.99,Bezahlt
6186,121,2023-09-15,Electricity,255,113.05,Bezahlt
6187,121,2023-09-15,Gas,1057,145.89,Bezahlt
6188,121,2023-10-15,Electricity,251,87.97,Bezahlt
6189,121,2023-10-15,Gas,1260,180.54,Überfällig
6190,121,2023-11-15,Electricity,327,127.83,Bezahlt
6191,121,2023-12-15,Electricity,421,172.77,Bezahlt
6192,121,2023-12-15,Gas,1794,169.11,Bezahlt
6193,121,2024-01-15,Electricity,466,163.02,Bezahlt
6194,121,2024-01-15,Gas,1469,193.72,Bezahlt
6195,121,2024-02-15,Electricity,404,179.08,Bezahlt
6196,121,2024-02-15,Gas,1503,185.51,Überfällig
6197,121,2024-03-15,Electricity,348,124.88,Offen
6198,121,2024-03-15,Gas,1283,135.46,Bezahlt
6199,121,2024-04-15,Electricity,269,99.7,Bezahlt
6200,121,2024-05-15,Electricity,334,106.25,Bezahlt
6201,121,2024-06-15,Electricity,207,96.12,Bezahlt
6202,121,2024-07-15,Electricity,175,61.72,Überfällig
6203,121,2024-07-15,Gas,761,75.0,Bezahlt
6204,121,2024-08-15,Electricity,201,91.88,Bezahlt
6205,121,2024-08-15,Gas,711,77.59,Bezahlt
6206,121,2024-09-15,Electricity,283,97.43,Bezahlt
6207,121,2024-10-15,Electricity,315,105.91,Bezahlt
6208,121,2024-10-15,Gas,1147,168.59,Bezahlt
6209,121,2024-11-15,Electricity,328,129.2,Offen
6210,121,2024-11-15,Gas,1359,186.59,Überfällig
6211,121,2024-12-15,Electricity,399,127.72,Bezahlt
6212,121,2024-12-15,Gas,1610,220.98,Bezahlt
6213,121,2025-01-15,Electricity,459,174.03,Bezahlt
6214,121,2025-01-15,Gas,1764,241.34,Bezahlt
6215,121,2025-02-15,Electricity,448,140.21,Bezahlt
6216,121,2025-02-15,Gas,1607,222.88,Bezahlt
6217,121,2025-03-15,Electricity,338,111.97,Offen
6218,121,2025-03-15,Gas,1571,179.03,Bezahlt
6219,121,2025-04-15,Electricity,253,93.53,Bezahlt
6220,121,2025-04-15,Gas,1176,112.37,Bezahlt
6221,121,2025-05-15,Electricity,334,139.55,Bezahlt
6222,121,2025-05-15,Gas,1077,118.45,Bezahlt
6223,121,2025-06-15,Electricity,194,79.02,Bezahlt
6224,121,2025-06-15,Gas,770,78.34,Bezahlt
6225,122,2023-01-15,Electricity,326,112.09,Bezahlt
6226,122,2023-01-15,Gas,1256,122.4,Offen
6227,122,2023-02-15,Electricity,383,166.18,Bezahlt
6228,122,2023-02-15,Gas,1203,106.53,Bezahlt
6229,122,2023-03-15,Electricity,326,135.47,Überfällig
6230,122,2023-04-15,Electricity,233,90.09,Bezahlt
6231,122,2023-04-15,Gas,1034,134.14,Bezahlt
6232,122,2023-05-15,Electricity,237,88.73,Bezahlt
6233,122,2023-05-15,Gas,1026,93.35,Bezahlt
6234,122,2023-06-15,Electricity,190,74.26,Bezahlt
6235,122,2023-06-15,Gas,620,62.89,Bezahlt
6236,122,2023-07-15,Electricity,200,83.03,Bezahlt
6237,122,2023-07-15,Gas,769,77.84,Bezahlt
6238,122,2023-08-15,Electricity,189,76.26,Bezahlt
6239,122,2023-09-15,Electricity,259,88.37,Bezahlt
6240,122,2023-09-15,Gas,1039,132.25,Offen
6241,122,2023-10-15,Electricity,229,101.74,Bezahlt
6242,122,2023-11-15,Electricity,274,89.48,Bezahlt
6243,122,2023-11-15,Gas,1121,138.47,Bezahlt
6244,122,2023-12-15,Electricity,339,130.15,Bezahlt
6245,122,2023-12-15,Gas,1297,115.77,Offen
6246,122,2024-01-15,Electricity,377,129.63,Bezahlt
6247,122,2024-01-15,Gas,1464,162.87,Bezahlt
6248,122,2024-02-15,Electricity,309,104.86,Bezahlt
6249,122,2024-02-15,Gas,1277,134.36,Bezahlt
