transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount,approval_status,procurement_method,approver_id,approval_date,purchase_order_number,contract_reference
6678,2023-07-26,3,33,91,26,1106,1156.14,Approved,Ausschreibung,647,2023-08-02,PO-150147,VTR-2023-3928
6679,2023-07-27,2,29,13,23,1360,214.5,Approved,Ausschreibung,375,2023-07-30,PO-679554,VTR-2021-2186
6680,2022-03-13,3,11,80,20,13264,1481.51,Approved,Ausschreibung,45,2022-03-18,PO-483453,
6681,2022-01-27,1,16,31,20,8572,4328.53,Approved,Vertrag,82,2022-01-31,,
6682,2022-03-10,1,10,56,4,13934,2367.35,Approved,Ausschreibung,479,2022-03-15,PO-302743,
6683,2024-04-11,2,22,168,1,18338,783.85,Rejected,Ausschreibung,790,2024-04-14,PO-141528,
6684,2024-01-17,2,20,87,25,13046,1674.36,Approved,Ausschreibung,970,2024-01-23,PO-605492,VTR-2024-9485
6685,2022-01-28,3,17,73,1,16930,695.16,Approved,Direktvergabe,791,2022-02-04,,VTR-2023-5860
6686,2022-03-05,1,11,164,15,7442,2954.66,Approved,Direktvergabe,652,2022-03-07,PO-492478,
6687,2023-11-04,2,38,12,15,155,598.93,Approved,Vertrag,922,2023-11-06,PO-984612,
6688,2024-01-14,1,18,74,7,7913,313.13,Rejected,Ausschreibung,194,2024-01-15,,VTR-2020-9740
6689,2024-01-31,2,20,129,2,15774,1536.3,Pending,Vertrag,,,PO-454523,
6690,2024-08-07,3,34,81,6,6739,1712.31,Approved,Direktvergabe,201,2024-08-10,PO-545307,
6691,2023-01-21,1,22,166,15,8537,4196.26,Approved,Vertrag,896,2023-01-26,PO-990582,VTR-2022-5460
6692,2023-02-23,2,29,168,15,8963,424.43,Approved,Direktvergabe,980,2023-02-26,PO-528502,
6693,2023-07-03,1,19,200,6,3322,2398.21,Approved,Direktvergabe,289,2023-07-08,,VTR-2021-9108
6694,2025-06-22,1,11,95,26,8146,1727.46,Rejected,Direktvergabe,205,2025-06-26,,VTR-2024-5016
6695,2024-01-28,1,30,129,3,18092,4046.52,Approved,Direktvergabe,79,2024-02-01,PO-128160,VTR-2020-5037
6696,2022-01-04,2,35,97,2,10455,1141.77,Approved,Ausschreibung,35,2022-01-11,,VTR-2025-5257
6697,2024-09-28,2,33,184,23,13853,996.95,Approved,Vertrag,208,2024-10-02,PO-264840,
6698,2024-08-31,2,39,81,9,13012,505.88,Approved,Direktvergabe,47,2024-09-03,,VTR-2020-9310
6699,2023-03-06,2,18,37,14,13312,1262.08,Approved,Vertrag,796,2023-03-08,,
6700,2023-11-21,1,11,141,1,102,3825.87,Pending,Ausschreibung,,,,
6701,2025-02-16,3,16,130,11,6191,1409.01,Approved,Ausschreibung,38,2025-02-22,PO-235707,VTR-2025-9749
6702,2024-03-17,3,18,86,22,6338,1139.46,Approved,Direktvergabe,527,2024-03-24,PO-656910,
6703,2024-03-06,2,22,26,2,18678,234.99,Pending,Vertrag,,,PO-976839,VTR-2023-2028
6704,2022-09-30,2,38,90,22,596,1522.07,Pending,Direktvergabe,,,PO-363889,
6705,2024-07-01,3,34,75,11,14849,667.05,Pending,Ausschreibung,,,PO-519397,VTR-2023-8324
6706,2023-03-03,2,28,123,22,9819,115.62,Rejected,Ausschreibung,382,2023-03-09,,VTR-2024-8915
6707,2022-06-24,1,37,105,23,5393,749.77,Approved,Direktvergabe,931,2022-06-25,,
6708,2022-09-25,2,33,98,8,3865,902.58,Approved,Ausschreibung,552,2022-09-28,PO-811549,VTR-2022-8035
6709,2023-12-07,3,29,180,10,17947,192.94,Approved,Vertrag,395,2023-12-09,PO-832204,
6710,2023-02-01,3,34,106,17,12519,154.51,Approved,Ausschreibung,562,2023-02-08,PO-840562,
6711,2022-03-04,2,13,104,25,15028,1641.47,Approved,Vertrag,714,2022-03-11,,VTR-2020-8990
6712,2023-06-24,2,22,132,8,2447,1774.67,Approved,Direktvergabe,437,2023-06-30,PO-885377,VTR-2023-7052
6713,2022-08-09,1,15,114,1,15686,2932.13,Approved,Direktvergabe,375,2022-08-14,PO-945507,VTR-2020-2982
6714,2025-03-18,3,22,149,18,14810,1527.52,Pending,Direktvergabe,,,,
6715,2022-10-21,1,33,200,18,15581,1069.46,Approved,Ausschreibung,133,2022-10-27,PO-704311,
6716,2022-01-19,2,11,199,17,13694,1933.79,Approved,Ausschreibung,384,2022-01-22,,VTR-2022-5018
6717,2022-12-18,2,26,67,12,15789,1575.46,Approved,Ausschreibung,433,2022-12-22,PO-879799,VTR-2023-4457
6718,2023-06-03,1,26,121,13,15697,4437.94,Approved,Vertrag,540,2023-06-10,,VTR-2023-4237
6719,2022-07-29,2,31,149,21,8572,1519.48,Rejected,Direktvergabe,678,2022-07-31,,
6720,2025-02-05,2,31,101,27,15740,1249.44,Approved,Direktvergabe,135,2025-02-07,PO-754260,VTR-2025-2796
6721,2023-07-10,1,27,142,4,19715,4631.51,Approved,Direktvergabe,409,2023-07-11,PO-806647,
6722,2024-07-11,1,40,33,12,17490,1923.49,Approved,Ausschreibung,744,2024-07-15,PO-120345,
6723,2023-04-16,1,36,28,14,16405,1211.57,Approved,Direktvergabe,952,2023-04-18,PO-884773,VTR-2022-8124
6724,2023-03-12,1,27,190,9,10582,1653.29,Approved,Direktvergabe,146,2023-03-18,PO-368118,VTR-2025-4592
6725,2023-09-19,1,36,78,19,2144,1256.34,Pending,Direktvergabe,,,PO-420084,
6726,2023-11-04,2,26,192,12,18087,1053.96,Approved,Vertrag,592,2023-11-11,PO-966633,
6727,2023-06-09,1,29,3,26,17332,1233.05,Approved,Direktvergabe,586,2023-06-14,,VTR-2022-1796
6728,2023-01-18,1,34,143,14,10190,2367.81,Approved,Ausschreibung,492,2023-01-24,,
6729,2024-10-16,3,10,30,15,18479,895.48,Approved,Direktvergabe,983,2024-10-23,PO-178539,VTR-2025-7019
6730,2022-06-17,2,24,109,19,18556,123.38,Approved,Vertrag,775,2022-06-24,PO-168805,
6731,2024-10-14,2,19,191,27,188,1017.23,Approved,Ausschreibung,421,2024-10-17,PO-352889,VTR-2024-5416
6732,2023-05-31,3,25,184,15,16621,1445.44,Approved,Vertrag,550,2023-06-03,PO-948483,VTR-2020-4087
6733,2025-02-09,1,19,19,16,14480,1081.97,Approved,Ausschreibung,477,2025-02-10,,VTR-2022-3455
6734,2023-11-30,1,16,196,21,17637,1096.66,Approved,Vertrag,699,2023-12-05,,
6735,2022-03-27,2,34,189,17,12374,1759.72,Approved,Ausschreibung,987,2022-04-01,,VTR-2023-8682
6736,2024-10-13,2,25,113,8,14599,58.52,Approved,Direktvergabe,918,2024-10-15,PO-962674,VTR-2023-3924
6737,2023-09-13,1,24,191,1,16409,623.48,Approved,Vertrag,38,2023-09-16,,
6738,2024-06-28,1,31,35,13,3224,3924.81,Approved,Ausschreibung,487,2024-07-05,,VTR-2024-6120
6739,2023-05-05,3,15,72,5,1368,423.52,Approved,Direktvergabe,516,2023-05-09,PO-481592,VTR-2022-9680
6740,2024-08-06,2,17,34,13,15652,831.33,Approved,Direktvergabe,746,2024-08-10,PO-137399,
6741,2023-03-13,1,13,103,6,16461,2695.34,Approved,Ausschreibung,575,2023-03-19,PO-583435,
6742,2022-05-06,2,13,139,3,3057,1900.71,Approved,Direktvergabe,339,2022-05-09,PO-856384,VTR-2025-7004
6743,2022-12-11,1,34,97,10,14071,2157.75,Approved,Ausschreibung,135,2022-12-17,,
6744,2025-04-12,2,22,49,5,6114,1654.02,Pending,Ausschreibung,,,PO-246008,VTR-2020-4351
6745,2023-10-04,2,31,157,13,14480,1471.11,Approved,Direktvergabe,516,2023-10-06,PO-125085,
6746,2022-03-08,1,31,35,24,10016,466.56,Approved,Vertrag,425,2022-03-10,PO-873694,VTR-2023-5516
6747,2023-03-27,2,32,33,13,10257,1050.04,Approved,Ausschreibung,809,2023-03-29,,VTR-2025-2761
6748,2023-07-07,1,14,66,27,17824,510.75,Approved,Ausschreibung,889,2023-07-12,PO-293139,VTR-2025-7196
6749,2024-05-09,1,19,41,25,19501,1879.3,Approved,Vertrag,90,2024-05-14,PO-396159,
6750,2022-07-26,2,24,80,27,4973,1232.18,Approved,Ausschreibung,118,2022-07-28,,
6751,2022-09-05,1,14,30,21,11147,1710.53,Approved,Direktvergabe,633,2022-09-12,PO-105740,VTR-2020-6699
6752,2023-09-08,1,12,31,13,6143,360.54,Approved,Ausschreibung,433,2023-09-12,PO-206981,VTR-2020-5163
6753,2024-12-21,2,29,42,2,1167,559.08,Approved,Ausschreibung,151,2024-12-24,PO-254371,VTR-2021-6710
6754,2022-08-16,2,28,29,13,15445,1058.22,Approved,Ausschreibung,823,2022-08-19,PO-293605,
6755,2023-11-25,3,38,107,5,19283,1802.1,Approved,Ausschreibung,745,2023-11-26,PO-932973,VTR-2025-1235
6756,2023-10-01,1,25,53,12,1785,3256.15,Approved,Vertrag,88,2023-10-08,PO-377076,VTR-2020-1632
6757,2022-02-20,3,26,172,23,9224,1294.05,Approved,Vertrag,719,2022-02-26,PO-846933,VTR-2025-2771
6758,2023-04-16,3,35,59,1,3264,1094.89,Approved,Direktvergabe,557,2023-04-18,,VTR-2020-6548
6759,2023-03-09,2,29,73,19,7672,1812.69,Approved,Direktvergabe,364,2023-03-13,PO-671192,
6760,2023-12-13,2,34,155,10,13793,1883.07,Approved,Ausschreibung,919,2023-12-20,PO-579673,
6761,2023-02-24,1,38,164,8,9545,570.34,Approved,Vertrag,977,2023-02-28,PO-129749,VTR-2025-7955
6762,2023-07-05,2,14,95,13,13854,231.54,Pending,Direktvergabe,,,PO-355536,VTR-2020-9209
6763,2024-07-05,1,23,112,3,11575,3612.02,Approved,Vertrag,522,2024-07-09,PO-342800,VTR-2021-6752
6764,2024-01-16,1,19,136,14,17823,3833.71,Approved,Direktvergabe,418,2024-01-17,PO-273790,VTR-2023-8568
6765,2022-05-19,3,18,166,27,9275,1410.5,Approved,Direktvergabe,244,2022-05-25,,VTR-2020-1607
6766,2023-06-04,2,12,102,8,12110,742.52,Approved,Direktvergabe,849,2023-06-09,,VTR-2021-9111
6767,2022-06-22,2,31,108,20,14317,104.76,Pending,Direktvergabe,,,PO-523829,VTR-2022-8890
6768,2022-08-10,2,14,56,16,17111,1983.2,Approved,Vertrag,111,2022-08-17,PO-722054,VTR-2020-6567
6769,2022-03-18,2,20,14,12,5050,1379.33,Approved,Direktvergabe,133,2022-03-22,PO-777620,
6770,2022-07-06,2,13,92,9,13411,1861.48,Rejected,Direktvergabe,711,2022-07-09,PO-945599,
6771,2022-09-30,1,17,61,19,1602,3918.33,Approved,Direktvergabe,61,2022-10-05,PO-567602,
6772,2022-06-22,1,21,81,7,16230,4051.34,Approved,Vertrag,756,2022-06-28,PO-419206,VTR-2020-4397
6773,2022-05-08,1,37,42,20,12838,1497.47,Approved,Direktvergabe,906,2022-05-13,PO-481719,
6774,2025-04-06,2,30,7,23,8854,237.2,Approved,Vertrag,580,2025-04-13,,
6775,2022-06-02,3,30,174,5,734,1097.86,Approved,Ausschreibung,534,2022-06-06,PO-931542,VTR-2025-5297
6776,2023-11-26,2,20,102,8,645,1622.75,Approved,Vertrag,329,2023-12-01,PO-853700,VTR-2021-2529
6777,2024-12-13,1,35,39,20,456,1193.21,Approved,Ausschreibung,100,2024-12-14,PO-673063,
6778,2023-10-02,2,30,100,2,499,1899.86,Approved,Vertrag,779,2023-10-08,PO-219517,
6779,2022-10-29,1,31,155,26,12118,2580.83,Pending,Vertrag,,,,VTR-2024-8823
6780,2025-03-11,3,32,48,10,14640,1795.62,Approved,Vertrag,807,2025-03-17,,
6781,2025-02-05,2,24,194,1,11057,773.58,Approved,Vertrag,774,2025-02-09,,
6782,2022-09-05,3,19,30,24,3765,1842.22,Approved,Vertrag,789,2022-09-07,PO-380651,VTR-2022-6194
6783,2024-11-14,1,33,184,18,15524,3272.6,Approved,Ausschreibung,161,2024-11-17,PO-518583,
6784,2024-12-30,2,19,67,27,18841,640.92,Approved,Ausschreibung,228,2025-01-01,,VTR-2020-5263
6785,2024-05-11,2,30,75,2,249,1579.07,Approved,Vertrag,976,2024-05-12,PO-602874,VTR-2025-3186
6786,2023-07-03,1,13,171,4,7768,3202.68,Approved,Ausschreibung,89,2023-07-10,PO-212289,
6787,2024-04-29,3,12,122,9,8799,412.0,Approved,Direktvergabe,568,2024-05-05,PO-572684,
6788,2022-02-20,2,28,17,7,11160,1800.0,Approved,Ausschreibung,382,2022-02-25,,VTR-2025-5458
6789,2024-08-27,1,28,93,23,8565,1299.32,Approved,Direktvergabe,267,2024-08-31,PO-373467,
6790,2022-11-15,3,15,92,22,19319,1929.06,Approved,Ausschreibung,154,2022-11-17,PO-770428,VTR-2024-6916
6791,2023-02-04,2,16,83,22,1116,1942.67,Approved,Ausschreibung,480,2023-02-06,PO-105147,VTR-2022-2008
6792,2022-02-24,1,22,36,22,2818,4783.6,Approved,Vertrag,585,2022-02-27,PO-513067,VTR-2025-1814
6793,2025-04-30,1,16,200,20,1768,1945.99,Approved,Ausschreibung,872,2025-05-02,PO-597741,
6794,2022-08-28,2,19,117,25,12107,272.12,Approved,Direktvergabe,535,2022-08-31,PO-471762,VTR-2021-9263
6795,2023-05-17,2,12,175,15,250,526.53,Approved,Direktvergabe,138,2023-05-20,,VTR-2025-6824
6796,2025-02-22,2,10,31,6,2467,918.17,Approved,Vertrag,311,2025-02-28,PO-448553,
6797,2024-09-16,2,18,90,3,13369,1852.34,Pending,Ausschreibung,,,PO-838754,
6798,2024-06-27,1,34,1,15,14059,4688.47,Approved,Ausschreibung,648,2024-06-30,,VTR-2025-7358
6799,2023-06-09,1,12,66,3,15313,3043.29,Pending,Ausschreibung,,,PO-269860,
6800,2024-12-01,1,10,60,26,16235,900.07,Pending,Ausschreibung,,,PO-717937,VTR-2021-9620
6801,2025-01-04,1,23,39,7,2932,2973.33,Approved,Ausschreibung,120,2025-01-07,PO-637054,
6802,2025-04-18,1,33,195,7,11303,2048.23,Pending,Direktvergabe,,,PO-276386,VTR-2022-2805
6803,2025-02-01,1,10,98,8,9954,4311.11,Approved,Ausschreibung,736,2025-02-06,PO-172321,VTR-2020-8109
6804,2022-12-01,2,11,185,20,8969,1201.59,Approved,Vertrag,711,2022-12-05,PO-909017,
6805,2024-11-17,2,34,124,20,441,693.87,Approved,Direktvergabe,377,2024-11-22,PO-647378,
6806,2024-04-17,3,30,28,3,9522,943.22,Pending,Vertrag,,,,VTR-2023-8657
6807,2023-04-26,1,11,17,20,4378,2737.9,Approved,Vertrag,493,2023-04-29,PO-454546,VTR-2020-6970
6808,2024-01-28,1,24,74,22,17848,3796.05,Approved,Vertrag,722,2024-02-03,PO-902865,VTR-2023-8433
6809,2024-03-04,2,30,172,27,2899,1346.29,Pending,Ausschreibung,,,,VTR-2024-9893
6810,2025-01-11,1,33,127,7,807,3316.44,Approved,Ausschreibung,866,2025-01-17,PO-265740,VTR-2025-5331
6811,2024-05-09,2,35,9,24,2162,1021.46,Approved,Direktvergabe,183,2024-05-16,,VTR-2020-8102
6812,2022-02-17,1,11,188,27,19428,2074.99,Approved,Ausschreibung,120,2022-02-23,PO-397756,
6813,2024-02-06,2,15,118,8,11891,937.93,Approved,Direktvergabe,544,2024-02-10,,
6814,2024-09-02,3,10,184,23,16258,1583.22,Approved,Direktvergabe,238,2024-09-08,PO-538515,
6815,2023-04-09,2,36,21,17,16621,937.76,Pending,Vertrag,,,PO-412724,VTR-2022-6387
6816,2023-01-28,2,32,69,3,8318,830.8,Approved,Direktvergabe,1000,2023-02-03,,
6817,2022-11-07,1,22,40,4,15645,3143.09,Rejected,Vertrag,187,2022-11-09,PO-539065,VTR-2022-3817
6818,2023-11-05,2,21,47,12,513,1727.01,Approved,Vertrag,295,2023-11-08,PO-884985,VTR-2024-3600
6819,2025-01-26,2,29,129,25,9871,915.3,Pending,Vertrag,,,PO-762573,
6820,2024-10-12,2,21,133,26,1942,551.97,Approved,Direktvergabe,243,2024-10-19,PO-531044,
6821,2025-04-27,1,17,45,18,11397,4745.65,Approved,Ausschreibung,860,2025-05-02,PO-430191,VTR-2025-3708
6822,2024-05-07,3,36,176,13,15755,23.37,Approved,Direktvergabe,215,2024-05-14,PO-505567,
6823,2024-09-23,2,33,52,20,7395,1742.0,Approved,Direktvergabe,405,2024-09-28,PO-912219,VTR-2023-5044
6824,2022-07-17,3,24,77,15,18977,1191.83,Approved,Ausschreibung,129,2022-07-18,PO-583755,VTR-2021-7026
6825,2024-04-01,2,34,22,14,7546,535.6,Approved,Vertrag,628,2024-04-03,PO-886049,
6826,2022-01-11,2,19,147,4,16615,713.02,Approved,Direktvergabe,269,2022-01-12,PO-304311,VTR-2024-1618
6827,2024-04-01,2,24,77,13,12287,1204.97,Approved,Vertrag,389,2024-04-07,PO-792426,VTR-2020-3723
6828,2022-06-28,1,23,148,12,6325,229.96,Approved,Ausschreibung,29,2022-07-04,PO-679531,
6829,2025-01-30,3,25,84,22,16154,1829.1,Pending,Vertrag,,,PO-470351,
6830,2022-01-19,3,26,166,2,15622,588.48,Approved,Ausschreibung,560,2022-01-26,PO-694239,
6831,2025-03-10,3,36,153,24,16522,527.18,Approved,Direktvergabe,644,2025-03-15,PO-897180,VTR-2024-6903
6832,2022-12-21,2,14,43,18,16919,1792.24,Pending,Vertrag,,,PO-981947,VTR-2023-1899
6833,2022-10-17,1,26,12,8,13730,2983.81,Approved,Direktvergabe,774,2022-10-21,,VTR-2023-8920
6834,2023-11-18,1,25,167,24,10681,498.87,Approved,Vertrag,344,2023-11-25,PO-627321,VTR-2024-1357
6835,2022-07-29,1,33,57,9,18693,3499.86,Approved,Direktvergabe,21,2022-08-05,PO-632942,VTR-2024-2170
6836,2023-12-18,1,10,14,16,19440,4106.69,Pending,Direktvergabe,,,,VTR-2021-8688
6837,2023-09-18,1,11,92,18,7016,1081.38,Approved,Vertrag,444,2023-09-23,PO-243855,VTR-2025-8141
6838,2022-07-05,1,39,155,22,13910,3175.66,Approved,Ausschreibung,596,2022-07-09,PO-514880,
6839,2024-03-04,1,25,10,12,14158,784.82,Approved,Ausschreibung,113,2024-03-08,PO-152295,
6840,2023-05-04,2,31,116,24,18756,103.6,Approved,Vertrag,264,2023-05-08,PO-550936,VTR-2023-2582
6841,2022-12-18,1,23,159,21,8394,4983.06,Approved,Ausschreibung,145,2022-12-20,PO-601272,VTR-2023-9931
6842,2022-07-23,2,21,59,8,6490,1216.58,Approved,Direktvergabe,250,2022-07-30,PO-500318,
6843,2022-01-21,1,23,137,4,17075,3852.62,Pending,Direktvergabe,,,,
6844,2024-05-04,2,26,199,15,9814,194.82,Approved,Vertrag,710,2024-05-06,,
6845,2025-05-17,1,19,24,13,11137,2790.89,Approved,Direktvergabe,731,2025-05-24,PO-176997,VTR-2024-8570
6846,2023-07-29,2,34,135,9,19249,541.25,Approved,Direktvergabe,677,2023-07-31,PO-383374,VTR-2021-2260
6847,2022-03-01,2,28,127,4,19568,801.92,Pending,Vertrag,,,,VTR-2021-6716
6848,2024-07-14,1,24,148,20,16193,756.1,Approved,Ausschreibung,352,2024-07-20,PO-510266,VTR-2025-8573
6849,2024-01-01,3,23,189,16,13259,111.53,Approved,Direktvergabe,478,2024-01-06,,
6850,2022-12-27,1,27,172,4,15023,2814.2,Approved,Ausschreibung,843,2023-01-03,PO-644776,
6851,2022-06-15,3,15,158,16,3791,1745.89,Approved,Vertrag,846,2022-06-19,PO-401318,
6852,2023-12-30,2,27,121,13,8534,169.33,Approved,Direktvergabe,320,2024-01-04,PO-641349,
6853,2023-09-03,2,34,133,7,2792,1207.96,Approved,Ausschreibung,569,2023-09-10,PO-640116,VTR-2021-2157
6854,2023-02-26,1,34,90,4,9122,2358.12,Approved,Vertrag,726,2023-03-05,,
6855,2022-05-23,1,19,189,25,12239,970.91,Approved,Ausschreibung,478,2022-05-25,,
6856,2022-11-27,1,17,54,5,19099,2475.77,Approved,Vertrag,842,2022-12-02,PO-443304,VTR-2020-8095
6857,2023-04-15,1,10,95,1,16428,2558.24,Approved,Ausschreibung,629,2023-04-17,,VTR-2025-8663
6858,2022-05-22,3,20,134,5,8246,851.78,Approved,Vertrag,999,2022-05-24,PO-252799,
6859,2023-11-22,2,14,193,2,18307,86.37,Approved,Ausschreibung,215,2023-11-24,,VTR-2025-6068
6860,2024-10-25,2,18,171,16,3286,1935.51,Approved,Vertrag,969,2024-10-29,PO-837969,VTR-2022-1731
6861,2022-12-02,1,37,134,21,8792,2976.5,Approved,Vertrag,656,2022-12-03,PO-872946,VTR-2023-8409
6862,2022-04-12,1,24,95,21,8982,1937.91,Approved,Direktvergabe,100,2022-04-18,PO-287872,
6863,2024-03-07,3,27,138,13,14924,1249.4,Approved,Vertrag,402,2024-03-11,PO-763189,
6864,2023-09-09,1,18,51,11,12644,1202.65,Approved,Vertrag,496,2023-09-15,PO-782654,VTR-2024-2829
6865,2022-10-24,2,40,4,15,13863,627.24,Approved,Ausschreibung,791,2022-10-31,PO-295005,
6866,2023-12-14,3,29,47,22,15695,840.24,Approved,Ausschreibung,875,2023-12-21,PO-811556,
6867,2022-05-20,2,30,186,8,5636,31.74,Approved,Ausschreibung,483,2022-05-27,PO-228050,VTR-2023-3166
6868,2023-10-02,1,33,51,13,17169,4917.82,Rejected,Vertrag,745,2023-10-08,PO-371961,VTR-2022-4202
6869,2022-01-08,2,30,62,25,3170,550.24,Approved,Vertrag,894,2022-01-11,PO-452441,VTR-2020-1481
6870,2024-05-12,1,15,107,3,19709,1725.87,Approved,Ausschreibung,316,2024-05-16,PO-986048,VTR-2021-4024
6871,2022-07-31,2,27,31,7,13454,284.78,Approved,Vertrag,631,2022-08-01,PO-752127,VTR-2021-7645
6872,2023-12-21,2,36,40,22,4707,1691.78,Pending,Vertrag,,,PO-903759,
6873,2024-11-03,1,11,154,24,2554,663.33,Approved,Ausschreibung,15,2024-11-10,PO-702110,VTR-2021-6838
6874,2022-11-19,1,15,143,1,15012,4896.08,Approved,Ausschreibung,223,2022-11-24,PO-232941,VTR-2021-3774
6875,2024-08-12,1,38,70,25,17286,877.14,Approved,Vertrag,26,2024-08-17,,VTR-2025-2959
6876,2022-04-14,2,39,92,4,10541,1162.82,Approved,Ausschreibung,620,2022-04-21,,
6877,2024-01-14,2,11,191,18,14814,621.89,Approved,Direktvergabe,822,2024-01-21,,
6878,2024-04-08,2,27,113,8,11174,530.68,Approved,Direktvergabe,904,2024-04-12,PO-505412,VTR-2020-4668
6879,2024-01-28,1,27,20,20,12657,2939.82,Approved,Vertrag,958,2024-02-04,PO-367293,
6880,2025-05-31,2,34,148,12,19667,812.42,Approved,Vertrag,957,2025-06-04,PO-197189,VTR-2024-6872
6881,2023-10-22,1,29,196,22,4869,4417.36,Approved,Ausschreibung,138,2023-10-29,,
6882,2023-12-11,2,28,75,14,9321,588.58,Approved,Direktvergabe,131,2023-12-16,PO-402348,VTR-2023-6251
6883,2024-04-07,3,37,98,26,5102,1080.82,Approved,Ausschreibung,750,2024-04-14,PO-774511,VTR-2020-9859
6884,2024-05-20,2,24,155,19,7827,1676.31,Approved,Vertrag,438,2024-05-25,PO-309185,VTR-2025-8355
6885,2022-07-02,1,36,15,23,15784,1634.24,Approved,Direktvergabe,78,2022-07-03,PO-810261,VTR-2025-5910
6886,2025-06-18,1,20,109,26,11717,2227.47,Approved,Vertrag,478,2025-06-25,PO-705032,VTR-2023-6694
6887,2022-03-28,1,39,142,17,792,4055.81,Approved,Vertrag,36,2022-04-02,PO-506154,VTR-2021-7654
6888,2024-01-14,2,32,99,16,6192,1362.15,Rejected,Direktvergabe,945,2024-01-16,,VTR-2022-5931
6889,2022-04-17,2,15,142,2,16677,45.1,Approved,Ausschreibung,260,2022-04-21,PO-144112,
6890,2024-10-11,1,28,173,26,4098,2565.01,Approved,Ausschreibung,259,2024-10-18,PO-420360,VTR-2020-3000
6891,2025-05-02,2,33,11,10,11775,553.28,Pending,Vertrag,,,,VTR-2021-5820
6892,2024-09-04,2,40,23,24,12435,1836.82,Approved,Vertrag,360,2024-09-06,PO-811989,VTR-2021-8610
6893,2023-07-20,1,31,9,9,833,1555.25,Approved,Direktvergabe,14,2023-07-24,,VTR-2022-7177
6894,2024-06-08,2,40,51,2,11629,1267.09,Approved,Direktvergabe,10,2024-06-13,PO-658286,
6895,2024-09-20,1,35,1,6,10446,2684.0,Approved,Direktvergabe,269,2024-09-26,,VTR-2021-5747
6896,2023-03-14,2,19,146,20,8300,553.6,Approved,Direktvergabe,930,2023-03-20,,VTR-2025-4274
6897,2023-04-02,1,30,146,25,16317,2862.68,Approved,Ausschreibung,317,2023-04-07,PO-726346,
6898,2023-05-01,2,24,17,23,16509,495.21,Approved,Ausschreibung,651,2023-05-07,,VTR-2025-5226
6899,2023-05-22,1,24,161,21,2986,4663.76,Approved,Vertrag,632,2023-05-24,,
6900,2023-10-16,1,30,66,16,5864,631.34,Approved,Direktvergabe,705,2023-10-23,PO-722509,
6901,2025-06-07,1,19,82,1,14992,180.9,Approved,Vertrag,116,2025-06-11,PO-565072,
6902,2024-02-03,2,14,19,5,15459,503.42,Approved,Ausschreibung,512,2024-02-05,PO-373441,VTR-2023-9094
6903,2022-10-12,2,35,108,12,6602,1765.49,Approved,Ausschreibung,47,2022-10-13,PO-918260,VTR-2021-6595
6904,2025-02-15,2,31,196,9,16513,157.33,Approved,Direktvergabe,246,2025-02-18,,VTR-2020-9236
6905,2022-10-15,3,35,67,24,15301,1879.05,Approved,Ausschreibung,219,2022-10-18,PO-257049,
6906,2024-10-06,1,24,94,1,16181,3866.2,Approved,Direktvergabe,573,2024-10-10,PO-522676,VTR-2023-9710
6907,2024-07-23,1,40,77,19,15428,1525.08,Approved,Vertrag,465,2024-07-24,PO-779226,VTR-2022-4768
6908,2023-05-30,2,33,63,16,14268,1595.13,Approved,Ausschreibung,618,2023-05-31,PO-921466,VTR-2025-6470
6909,2024-08-12,2,39,51,23,9387,1908.53,Approved,Direktvergabe,705,2024-08-13,PO-675878,VTR-2020-7178
6910,2024-06-21,1,24,87,6,292,2218.22,Approved,Ausschreibung,262,2024-06-22,,VTR-2025-2376
6911,2023-03-26,1,18,87,17,13758,1335.01,Approved,Direktvergabe,756,2023-03-27,PO-170947,VTR-2023-1904
6912,2025-06-07,3,10,80,14,14776,404.45,Approved,Direktvergabe,599,2025-06-09,PO-271505,
6913,2023-08-27,1,23,73,3,3933,314.6,Approved,Ausschreibung,671,2023-08-30,,VTR-2025-8308
6914,2023-09-15,1,34,129,20,15092,282.24,Approved,Ausschreibung,482,2023-09-16,PO-826002,VTR-2020-2145
6915,2025-05-19,1,36,141,1,19723,4981.5,Rejected,Ausschreibung,155,2025-05-22,,VTR-2025-2750
6916,2023-08-31,1,17,56,6,7428,1572.45,Approved,Ausschreibung,680,2023-09-06,,
6917,2022-04-26,2,40,151,1,3813,1904.03,Approved,Ausschreibung,270,2022-04-29,,VTR-2022-1061
6918,2023-10-31,2,15,180,23,10729,419.89,Approved,Vertrag,988,2023-11-03,PO-564365,VTR-2020-5879
6919,2023-02-27,2,20,194,25,4165,1020.01,Approved,Vertrag,448,2023-03-03,PO-967633,VTR-2020-4502
6920,2025-06-23,2,15,70,26,9730,132.91,Approved,Ausschreibung,31,2025-06-28,PO-391990,VTR-2024-5223
6921,2022-02-27,2,17,44,9,4513,449.15,Approved,Ausschreibung,104,2022-03-03,PO-976975,
6922,2024-04-16,2,32,76,12,5223,119.31,Approved,Direktvergabe,827,2024-04-17,,VTR-2023-1545
6923,2023-12-24,1,34,10,4,7454,3230.92,Approved,Direktvergabe,657,2023-12-27,PO-841793,VTR-2023-1603
6924,2022-11-27,2,28,79,2,17726,75.35,Approved,Direktvergabe,156,2022-12-03,PO-609976,VTR-2024-9221
