opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00004923,,ACC000469,Opportunity 4923,Closed Lost,5408.09,0.0,2021-11-26,2021-08-18,Partner,Bestandskunde - Upgrade,
OPP00004924,,ACC000805,Opportunity 4924,Closed Lost,17646.05,0.0,2024-07-24,2024-06-16,Webseite,Neukunde,6857
OPP00004925,,ACC000018,Opportunity 4925,Qualifizierung,41963.89,46.1,2025-08-01,2025-02-02,Messe,Neukunde,4677
OPP00004926,,ACC000714,Opportunity 4926,Angebot,11230.92,23.4,2022-02-23,2021-12-14,Partner,Bestandskunde - Zusatzprodukt,3801
OPP00004927,,ACC000650,Opportunity 4927,Verhandlung,35006.69,27.8,2025-02-26,2024-12-21,Telefonakquise,Neukunde,2324
OPP00004928,4928,ACC000360,Opportunity 4928,Closed Won,35636.17,100.0,2023-03-06,2022-12-03,Telefonakquise,Bestandskunde - Upgrade,
OPP00004929,,ACC000313,Opportunity 4929,Qualifizierung,28221.64,71.6,2025-03-24,2024-11-30,Social Media,Bestandskunde - Zusatzprodukt,5401
OPP00004930,,ACC000928,Opportunity 4930,Qualifizierung,38206.2,55.5,2024-09-06,2024-05-29,Telefonakquise,Neukunde,
OPP00004931,,ACC000132,Opportunity 4931,Verhandlung,17216.42,24.3,2021-10-28,2021-07-04,Partner,Neukunde,4152
OPP00004932,,ACC000765,Opportunity 4932,Qualifizierung,25047.59,22.0,2022-05-11,2021-12-14,Social Media,Bestandskunde - Zusatzprodukt,256
OPP00004933,,ACC000229,Opportunity 4933,Angebot,43691.79,35.7,2025-05-17,2025-02-24,Partner,Neukunde,3636
OPP00004934,4934,ACC000214,Opportunity 4934,Closed Won,7651.53,100.0,2024-03-01,2023-12-12,Partner,Neukunde,4299
OPP00004935,4935,ACC000555,Opportunity 4935,Closed Won,38907.47,100.0,2022-02-21,2021-10-06,Social Media,Bestandskunde - Upgrade,4521
OPP00004936,4936,ACC000418,Opportunity 4936,Closed Won,27090.9,100.0,2022-11-01,2022-08-21,Social Media,Bestandskunde - Zusatzprodukt,
OPP00004937,4937,ACC000088,Opportunity 4937,Closed Won,41997.36,100.0,2023-03-11,2022-11-12,Empfehlung,Bestandskunde - Upgrade,5492
OPP00004938,4938,ACC000901,Opportunity 4938,Closed Won,14849.73,100.0,2023-12-23,2023-07-26,Social Media,Bestandskunde - Zusatzprodukt,4044
OPP00004939,,ACC000652,Opportunity 4939,Closed Lost,37762.72,0.0,2023-08-25,2023-03-21,Partner,Bestandskunde - Upgrade,6820
OPP00004940,,ACC000610,Opportunity 4940,Angebot,23139.22,41.7,2022-12-12,2022-10-19,Social Media,Neukunde,3567
OPP00004941,,ACC000850,Opportunity 4941,Closed Lost,18581.18,0.0,2024-06-19,2024-01-25,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00004942,,ACC000240,Opportunity 4942,Qualifizierung,26290.47,37.6,2023-09-10,2023-07-30,Partner,Neukunde,5367
OPP00004943,4943,ACC000033,Opportunity 4943,Closed Won,26887.11,100.0,2021-03-16,2021-01-13,Partner,Bestandskunde - Upgrade,5946
OPP00004944,,ACC000615,Opportunity 4944,Closed Lost,4994.59,0.0,2023-11-30,2023-10-15,Telefonakquise,Neukunde,334
OPP00004945,4945,ACC000739,Opportunity 4945,Closed Won,5904.68,100.0,2021-09-11,2021-05-21,Webseite,Bestandskunde - Zusatzprodukt,6857
OPP00004946,,ACC000566,Opportunity 4946,Angebot,34984.6,53.3,2023-08-04,2023-02-15,Social Media,Bestandskunde - Upgrade,5799
OPP00004947,,ACC000056,Opportunity 4947,Closed Lost,31570.03,0.0,2023-12-02,2023-10-03,Messe,Neukunde,
OPP00004948,,ACC000220,Opportunity 4948,Verhandlung,28064.95,40.4,2025-07-05,2025-02-11,Social Media,Neukunde,
OPP00004949,,ACC000023,Opportunity 4949,Closed Lost,24092.91,0.0,2021-10-05,2021-09-03,Telefonakquise,Bestandskunde - Zusatzprodukt,6274
OPP00004950,,ACC000014,Opportunity 4950,Qualifizierung,26560.43,19.8,2022-03-05,2022-01-10,Empfehlung,Neukunde,1819
OPP00004951,,ACC000804,Opportunity 4951,Interessent,49453.88,41.6,2025-09-02,2025-06-02,Empfehlung,Neukunde,1070
OPP00004952,,ACC000550,Opportunity 4952,Interessent,19632.7,79.9,2022-11-29,2022-06-20,Empfehlung,Neukunde,
OPP00004953,,ACC000539,Opportunity 4953,Angebot,12920.49,61.9,2021-11-16,2021-07-21,Social Media,Bestandskunde - Upgrade,6751
OPP00004954,,ACC000843,Opportunity 4954,Interessent,22100.37,52.0,2024-08-16,2024-04-15,Partner,Bestandskunde - Zusatzprodukt,
OPP00004955,,ACC000839,Opportunity 4955,Closed Lost,30885.26,0.0,2023-01-16,2022-08-17,Telefonakquise,Neukunde,1216
OPP00004956,,ACC000282,Opportunity 4956,Angebot,25398.89,55.2,2021-11-10,2021-05-16,Telefonakquise,Neukunde,
OPP00004957,,ACC000688,Opportunity 4957,Closed Lost,37700.61,0.0,2022-11-04,2022-09-05,Webseite,Neukunde,6704
OPP00004958,,ACC000987,Opportunity 4958,Verhandlung,14561.89,15.7,2022-11-16,2022-08-02,Empfehlung,Bestandskunde - Upgrade,
OPP00004959,,ACC000868,Opportunity 4959,Angebot,10276.55,20.4,2022-03-07,2021-10-02,Empfehlung,Bestandskunde - Upgrade,
OPP00004960,,ACC000709,Opportunity 4960,Angebot,4216.54,69.3,2024-07-04,2024-05-22,Social Media,Bestandskunde - Upgrade,
OPP00004961,4961,ACC000718,Opportunity 4961,Closed Won,25010.59,100.0,2025-01-01,2024-11-09,Social Media,Neukunde,4022
OPP00004962,4962,ACC000148,Opportunity 4962,Closed Won,27068.9,100.0,2024-05-17,2024-03-26,Messe,Bestandskunde - Upgrade,
OPP00004963,,ACC000141,Opportunity 4963,Closed Lost,27999.22,0.0,2024-06-07,2024-03-24,Webseite,Bestandskunde - Zusatzprodukt,2668
OPP00004964,,ACC000604,Opportunity 4964,Closed Lost,48783.47,0.0,2025-10-14,2025-05-30,Partner,Bestandskunde - Zusatzprodukt,4310
OPP00004965,,ACC000692,Opportunity 4965,Angebot,3796.01,14.0,2024-05-28,2024-02-20,Partner,Neukunde,7741
OPP00004966,,ACC000243,Opportunity 4966,Verhandlung,49094.39,38.3,2024-03-05,2023-11-06,Empfehlung,Neukunde,5281
OPP00004967,,ACC000578,Opportunity 4967,Interessent,34844.13,52.7,2024-11-01,2024-06-19,Partner,Bestandskunde - Upgrade,
OPP00004968,4968,ACC000735,Opportunity 4968,Closed Won,17316.57,100.0,2024-09-02,2024-03-25,Partner,Bestandskunde - Zusatzprodukt,1382
OPP00004969,,ACC000521,Opportunity 4969,Qualifizierung,8429.3,64.0,2025-11-21,2025-06-25,Partner,Bestandskunde - Upgrade,6631
OPP00004970,,ACC000788,Opportunity 4970,Angebot,44851.45,38.0,2024-05-05,2024-02-10,Messe,Bestandskunde - Zusatzprodukt,3571
OPP00004971,,ACC000529,Opportunity 4971,Interessent,18484.38,26.8,2023-11-11,2023-08-01,Partner,Bestandskunde - Upgrade,6765
OPP00004972,,ACC000662,Opportunity 4972,Verhandlung,45065.13,14.0,2021-11-14,2021-06-19,Messe,Bestandskunde - Upgrade,6399
OPP00004973,,ACC000695,Opportunity 4973,Verhandlung,45210.41,62.6,2024-09-23,2024-07-25,Empfehlung,Bestandskunde - Zusatzprodukt,4271
OPP00004974,4974,ACC000123,Opportunity 4974,Closed Won,44998.04,100.0,2024-03-14,2023-12-28,Telefonakquise,Neukunde,6206
OPP00004975,,ACC000848,Opportunity 4975,Closed Lost,10427.35,0.0,2021-11-19,2021-05-28,Partner,Neukunde,4028
OPP00004976,,ACC000572,Opportunity 4976,Angebot,8368.65,50.6,2024-11-29,2024-09-28,Telefonakquise,Neukunde,2179
OPP00004977,,ACC000079,Opportunity 4977,Closed Lost,36241.0,0.0,2023-10-26,2023-06-23,Partner,Bestandskunde - Zusatzprodukt,
OPP00004978,,ACC000177,Opportunity 4978,Verhandlung,35627.15,75.6,2023-09-26,2023-05-23,Partner,Bestandskunde - Zusatzprodukt,4343
OPP00004979,,ACC000385,Opportunity 4979,Verhandlung,1729.85,31.5,2023-11-04,2023-09-28,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00004980,,ACC000430,Opportunity 4980,Closed Lost,34966.44,0.0,2021-11-26,2021-10-12,Messe,Neukunde,1412
OPP00004981,,ACC000039,Opportunity 4981,Closed Lost,37878.44,0.0,2023-06-29,2023-05-30,Webseite,Bestandskunde - Upgrade,1692
OPP00004982,,ACC000982,Opportunity 4982,Verhandlung,34466.52,66.0,2022-01-14,2021-07-31,Webseite,Bestandskunde - Upgrade,7638
OPP00004983,,ACC000192,Opportunity 4983,Verhandlung,17979.26,72.7,2022-06-05,2022-04-14,Social Media,Bestandskunde - Zusatzprodukt,7125
OPP00004984,,ACC000245,Opportunity 4984,Closed Lost,28412.5,0.0,2023-09-22,2023-06-18,Telefonakquise,Bestandskunde - Upgrade,924
OPP00004985,4985,ACC000975,Opportunity 4985,Closed Won,34706.91,100.0,2025-02-01,2024-08-26,Messe,Neukunde,
OPP00004986,,ACC000439,Opportunity 4986,Verhandlung,39905.33,48.1,2021-07-11,2021-06-08,Social Media,Neukunde,2120
OPP00004987,4987,ACC000254,Opportunity 4987,Closed Won,45452.21,100.0,2022-03-20,2021-11-16,Messe,Bestandskunde - Upgrade,
OPP00004988,4988,ACC000741,Opportunity 4988,Closed Won,35481.31,100.0,2021-09-20,2021-08-02,Partner,Bestandskunde - Upgrade,3745
OPP00004989,,ACC000041,Opportunity 4989,Angebot,48904.8,59.5,2023-06-13,2023-03-13,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00004990,,ACC000685,Opportunity 4990,Interessent,25428.45,21.3,2022-02-28,2021-12-14,Telefonakquise,Bestandskunde - Upgrade,
OPP00004991,4991,ACC000601,Opportunity 4991,Closed Won,37448.53,100.0,2023-05-12,2022-12-09,Messe,Bestandskunde - Zusatzprodukt,3179
OPP00004992,,ACC000650,Opportunity 4992,Angebot,38114.24,72.9,2024-02-27,2023-11-21,Partner,Bestandskunde - Upgrade,
OPP00004993,,ACC000700,Opportunity 4993,Verhandlung,47280.82,32.9,2024-04-24,2023-11-23,Social Media,Bestandskunde - Zusatzprodukt,
OPP00004994,,ACC000604,Opportunity 4994,Verhandlung,22095.29,68.4,2024-03-23,2024-02-17,Messe,Bestandskunde - Zusatzprodukt,
OPP00004995,,ACC000771,Opportunity 4995,Angebot,29141.36,17.3,2025-11-16,2025-06-27,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00004996,4996,ACC000149,Opportunity 4996,Closed Won,11643.71,100.0,2024-01-22,2023-12-19,Telefonakquise,Bestandskunde - Zusatzprodukt,1043
OPP00004997,,ACC000360,Opportunity 4997,Verhandlung,48639.04,49.1,2024-01-06,2023-11-19,Partner,Bestandskunde - Zusatzprodukt,1191
OPP00004998,,ACC000587,Opportunity 4998,Verhandlung,26488.44,17.3,2025-02-15,2024-12-12,Partner,Neukunde,4966
OPP00004999,,ACC000225,Opportunity 4999,Closed Lost,47779.37,0.0,2021-12-22,2021-08-21,Webseite,Bestandskunde - Zusatzprodukt,5176
OPP00005000,5000,ACC000094,Opportunity 5000,Closed Won,18678.57,100.0,2024-08-12,2024-03-22,Webseite,Bestandskunde - Upgrade,7246
OPP00005001,,ACC000242,Opportunity 5001,Closed Lost,14813.65,0.0,2022-06-16,2021-12-24,Social Media,Bestandskunde - Zusatzprodukt,
OPP00005002,,ACC000408,Opportunity 5002,Verhandlung,18130.54,51.5,2021-10-03,2021-08-17,Empfehlung,Bestandskunde - Zusatzprodukt,2174
OPP00005003,,ACC000921,Opportunity 5003,Verhandlung,38248.37,49.0,2021-11-01,2021-08-15,Messe,Bestandskunde - Zusatzprodukt,3425
OPP00005004,5004,ACC000916,Opportunity 5004,Closed Won,41197.79,100.0,2021-10-25,2021-09-18,Empfehlung,Neukunde,7679
OPP00005005,,ACC000823,Opportunity 5005,Interessent,34712.92,30.1,2023-03-01,2022-12-12,Webseite,Bestandskunde - Upgrade,
OPP00005006,,ACC000035,Opportunity 5006,Qualifizierung,48892.55,75.2,2023-05-27,2023-01-14,Partner,Bestandskunde - Zusatzprodukt,
OPP00005007,,ACC000479,Opportunity 5007,Interessent,32762.86,34.4,2025-04-01,2024-11-29,Telefonakquise,Bestandskunde - Zusatzprodukt,1686
OPP00005008,,ACC000752,Opportunity 5008,Verhandlung,38800.08,35.0,2024-05-09,2024-04-04,Messe,Bestandskunde - Zusatzprodukt,5388
OPP00005009,,ACC000020,Opportunity 5009,Verhandlung,37861.57,65.2,2023-03-12,2022-10-07,Messe,Bestandskunde - Zusatzprodukt,5985
OPP00005010,,ACC000627,Opportunity 5010,Interessent,2077.48,57.7,2024-07-03,2024-05-09,Social Media,Neukunde,1287
OPP00005011,,ACC000841,Opportunity 5011,Verhandlung,10289.58,28.4,2021-11-26,2021-09-18,Webseite,Bestandskunde - Zusatzprodukt,475
OPP00005012,,ACC000904,Opportunity 5012,Qualifizierung,19470.17,74.9,2022-06-30,2022-02-17,Empfehlung,Neukunde,
OPP00005013,,ACC000781,Opportunity 5013,Closed Lost,49355.98,0.0,2022-08-22,2022-04-27,Messe,Neukunde,
OPP00005014,,ACC000243,Opportunity 5014,Verhandlung,7979.34,42.1,2025-08-05,2025-06-28,Empfehlung,Neukunde,1950
OPP00005015,5015,ACC000255,Opportunity 5015,Closed Won,48980.42,100.0,2025-06-19,2025-03-13,Social Media,Bestandskunde - Zusatzprodukt,
OPP00005016,,ACC000065,Opportunity 5016,Interessent,6034.18,21.0,2024-11-21,2024-06-30,Empfehlung,Bestandskunde - Upgrade,
OPP00005017,,ACC000686,Opportunity 5017,Closed Lost,18280.17,0.0,2025-05-29,2025-03-25,Messe,Bestandskunde - Zusatzprodukt,4087
OPP00005018,,ACC000370,Opportunity 5018,Qualifizierung,13021.21,24.1,2023-10-08,2023-06-08,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00005019,,ACC000240,Opportunity 5019,Closed Lost,41573.49,0.0,2023-05-06,2023-02-22,Messe,Bestandskunde - Upgrade,
OPP00005020,5020,ACC000613,Opportunity 5020,Closed Won,4993.94,100.0,2023-11-23,2023-09-30,Telefonakquise,Neukunde,
OPP00005021,,ACC000144,Opportunity 5021,Verhandlung,34782.0,78.0,2022-05-06,2022-04-01,Empfehlung,Neukunde,359
OPP00005022,5022,ACC000130,Opportunity 5022,Closed Won,4147.79,100.0,2023-07-29,2023-02-04,Partner,Bestandskunde - Zusatzprodukt,1836
OPP00005023,5023,ACC000738,Opportunity 5023,Closed Won,1970.6,100.0,2024-08-03,2024-02-18,Partner,Bestandskunde - Zusatzprodukt,4905
OPP00005024,,ACC000717,Opportunity 5024,Angebot,37545.24,27.0,2023-03-23,2022-12-28,Messe,Bestandskunde - Upgrade,7999
OPP00005025,5025,ACC000998,Opportunity 5025,Closed Won,19255.92,100.0,2022-08-30,2022-05-28,Social Media,Neukunde,1173
OPP00005026,,ACC000015,Opportunity 5026,Qualifizierung,11131.84,44.5,2022-06-30,2022-03-25,Empfehlung,Neukunde,
OPP00005027,,ACC000930,Opportunity 5027,Verhandlung,34982.66,31.6,2021-08-15,2021-05-08,Messe,Neukunde,695
OPP00005028,,ACC000949,Opportunity 5028,Interessent,26541.27,60.5,2022-09-05,2022-07-19,Social Media,Bestandskunde - Zusatzprodukt,
OPP00005029,,ACC000901,Opportunity 5029,Qualifizierung,2056.35,52.9,2024-01-17,2023-08-20,Partner,Bestandskunde - Zusatzprodukt,3109
OPP00005030,,ACC000333,Opportunity 5030,Verhandlung,10412.14,47.5,2024-02-24,2024-01-01,Empfehlung,Bestandskunde - Zusatzprodukt,7438
OPP00005031,,ACC000775,Opportunity 5031,Interessent,39857.91,59.0,2021-04-21,2021-02-25,Messe,Neukunde,1137
OPP00005032,,ACC000981,Opportunity 5032,Closed Lost,21046.6,0.0,2024-06-14,2024-02-09,Messe,Neukunde,4275
OPP00005033,,ACC000230,Opportunity 5033,Verhandlung,15798.57,10.9,2022-01-12,2021-10-27,Social Media,Bestandskunde - Upgrade,5874
OPP00005034,,ACC000061,Opportunity 5034,Angebot,6519.06,77.2,2022-09-01,2022-07-29,Messe,Bestandskunde - Zusatzprodukt,4778
OPP00005035,,ACC000146,Opportunity 5035,Qualifizierung,24102.2,38.9,2021-11-29,2021-10-17,Empfehlung,Bestandskunde - Upgrade,1197
OPP00005036,,ACC000554,Opportunity 5036,Angebot,42610.39,32.2,2022-03-14,2022-02-09,Telefonakquise,Bestandskunde - Zusatzprodukt,5047
OPP00005037,,ACC000095,Opportunity 5037,Closed Lost,8669.17,0.0,2021-11-17,2021-07-30,Empfehlung,Neukunde,458
OPP00005038,,ACC000557,Opportunity 5038,Interessent,15533.75,48.2,2022-08-17,2022-05-06,Social Media,Bestandskunde - Upgrade,4776
OPP00005039,5039,ACC000844,Opportunity 5039,Closed Won,25898.49,100.0,2022-09-13,2022-03-17,Webseite,Bestandskunde - Zusatzprodukt,5378
OPP00005040,5040,ACC000085,Opportunity 5040,Closed Won,7526.55,100.0,2023-10-30,2023-06-02,Empfehlung,Neukunde,2269
OPP00005041,,ACC000538,Opportunity 5041,Qualifizierung,22013.87,61.4,2022-06-20,2022-01-16,Social Media,Neukunde,1963
OPP00005042,,ACC000395,Opportunity 5042,Verhandlung,13738.97,64.6,2024-07-11,2024-04-07,Partner,Bestandskunde - Upgrade,6915
OPP00005043,5043,ACC000462,Opportunity 5043,Closed Won,7978.59,100.0,2021-11-08,2021-07-14,Messe,Neukunde,1593
OPP00005044,,ACC000588,Opportunity 5044,Closed Lost,9169.44,0.0,2025-07-01,2025-04-09,Empfehlung,Bestandskunde - Upgrade,
OPP00005045,,ACC000427,Opportunity 5045,Qualifizierung,36751.29,53.6,2022-10-28,2022-08-29,Empfehlung,Neukunde,5664
OPP00005046,,ACC000117,Opportunity 5046,Closed Lost,49478.96,0.0,2025-03-27,2025-02-17,Social Media,Neukunde,6420
OPP00005047,,ACC000184,Opportunity 5047,Angebot,17385.94,41.6,2024-07-15,2024-05-21,Empfehlung,Bestandskunde - Upgrade,1025
OPP00005048,,ACC000242,Opportunity 5048,Verhandlung,27802.6,51.5,2024-05-06,2023-12-07,Social Media,Neukunde,2444
OPP00005049,,ACC000981,Opportunity 5049,Interessent,20559.66,18.4,2023-12-24,2023-09-18,Telefonakquise,Bestandskunde - Zusatzprodukt,4702
OPP00005050,,ACC000462,Opportunity 5050,Qualifizierung,12666.77,37.1,2023-05-03,2023-03-04,Social Media,Neukunde,4543
OPP00005051,,ACC000684,Opportunity 5051,Verhandlung,28929.1,34.7,2025-06-23,2025-02-22,Webseite,Neukunde,7790
OPP00005052,,ACC000783,Opportunity 5052,Verhandlung,5825.92,17.6,2022-07-07,2022-03-09,Messe,Neukunde,7964
OPP00005053,,ACC000479,Opportunity 5053,Qualifizierung,17186.7,36.5,2021-11-09,2021-08-12,Telefonakquise,Bestandskunde - Zusatzprodukt,1493
OPP00005054,5054,ACC001000,Opportunity 5054,Closed Won,34179.14,100.0,2023-12-08,2023-06-12,Telefonakquise,Bestandskunde - Upgrade,2558
OPP00005055,,ACC000563,Opportunity 5055,Verhandlung,25546.54,32.5,2022-01-04,2021-07-18,Empfehlung,Neukunde,2897
OPP00005056,,ACC000393,Opportunity 5056,Qualifizierung,46665.09,20.5,2022-09-12,2022-06-13,Empfehlung,Bestandskunde - Upgrade,
OPP00005057,,ACC000361,Opportunity 5057,Interessent,47434.27,67.1,2023-05-09,2023-01-10,Webseite,Bestandskunde - Upgrade,
OPP00005058,,ACC000753,Opportunity 5058,Angebot,27475.56,67.8,2025-05-17,2025-02-04,Webseite,Neukunde,2808
OPP00005059,,ACC000613,Opportunity 5059,Qualifizierung,3688.1,48.0,2023-03-04,2022-11-26,Telefonakquise,Neukunde,
OPP00005060,,ACC000471,Opportunity 5060,Closed Lost,45130.18,0.0,2022-12-25,2022-07-23,Webseite,Bestandskunde - Zusatzprodukt,5644
OPP00005061,,ACC000409,Opportunity 5061,Qualifizierung,11936.32,36.0,2024-05-22,2024-03-16,Partner,Neukunde,3841
OPP00005062,5062,ACC000730,Opportunity 5062,Closed Won,41236.19,100.0,2021-08-17,2021-06-19,Empfehlung,Neukunde,5448
OPP00005063,,ACC000734,Opportunity 5063,Angebot,30689.24,75.2,2023-02-21,2022-12-05,Telefonakquise,Bestandskunde - Upgrade,
OPP00005064,,ACC000357,Opportunity 5064,Verhandlung,7993.35,26.4,2021-12-27,2021-10-12,Webseite,Bestandskunde - Zusatzprodukt,5076
OPP00005065,,ACC000510,Opportunity 5065,Angebot,12345.31,15.8,2021-05-03,2021-02-13,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00005066,5066,ACC000398,Opportunity 5066,Closed Won,12682.17,100.0,2022-02-20,2021-11-17,Telefonakquise,Neukunde,
OPP00005067,,ACC000129,Opportunity 5067,Angebot,40465.26,36.6,2024-12-27,2024-09-28,Messe,Bestandskunde - Zusatzprodukt,6155
OPP00005068,5068,ACC000293,Opportunity 5068,Closed Won,4353.96,100.0,2023-04-11,2022-12-29,Social Media,Bestandskunde - Upgrade,7320
OPP00005069,,ACC000042,Opportunity 5069,Verhandlung,42201.27,78.8,2021-11-12,2021-07-24,Social Media,Neukunde,7413
OPP00005070,,ACC000069,Opportunity 5070,Closed Lost,30581.66,0.0,2024-03-02,2023-10-03,Partner,Bestandskunde - Zusatzprodukt,
OPP00005071,,ACC000292,Opportunity 5071,Closed Lost,6878.47,0.0,2022-07-20,2022-04-14,Empfehlung,Neukunde,132
OPP00005072,,ACC000378,Opportunity 5072,Angebot,36496.58,59.4,2025-04-06,2025-02-28,Social Media,Bestandskunde - Zusatzprodukt,
OPP00005073,,ACC000007,Opportunity 5073,Qualifizierung,27311.36,33.5,2022-02-14,2021-09-28,Messe,Bestandskunde - Upgrade,7018
OPP00005074,,ACC000183,Opportunity 5074,Closed Lost,38966.0,0.0,2023-07-20,2023-05-01,Empfehlung,Neukunde,6852
OPP00005075,,ACC000819,Opportunity 5075,Interessent,17646.13,27.7,2023-11-18,2023-08-18,Partner,Neukunde,4409
OPP00005076,,ACC000097,Opportunity 5076,Qualifizierung,16870.48,74.1,2021-12-01,2021-08-01,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00005077,,ACC000269,Opportunity 5077,Closed Lost,12376.15,0.0,2021-10-29,2021-07-12,Messe,Bestandskunde - Upgrade,5444
OPP00005078,,ACC000949,Opportunity 5078,Angebot,20017.5,26.7,2022-01-20,2021-10-10,Social Media,Neukunde,
OPP00005079,,ACC000709,Opportunity 5079,Angebot,1334.4,13.8,2023-08-25,2023-05-02,Partner,Bestandskunde - Upgrade,5691
OPP00005080,5080,ACC000102,Opportunity 5080,Closed Won,34282.32,100.0,2024-10-16,2024-05-26,Telefonakquise,Neukunde,5710
OPP00005081,,ACC000032,Opportunity 5081,Verhandlung,16163.0,36.0,2025-07-10,2025-05-25,Webseite,Neukunde,1780
OPP00005082,,ACC000769,Opportunity 5082,Qualifizierung,11933.79,35.6,2022-05-24,2022-01-26,Webseite,Bestandskunde - Zusatzprodukt,6037
OPP00005083,,ACC000838,Opportunity 5083,Verhandlung,22629.79,46.6,2022-10-03,2022-06-14,Telefonakquise,Bestandskunde - Zusatzprodukt,5879
OPP00005084,5084,ACC000008,Opportunity 5084,Closed Won,13383.91,100.0,2023-02-10,2022-11-29,Telefonakquise,Bestandskunde - Upgrade,
OPP00005085,,ACC000202,Opportunity 5085,Verhandlung,38964.23,52.1,2021-11-23,2021-08-08,Webseite,Neukunde,225
OPP00005086,,ACC000490,Opportunity 5086,Closed Lost,591.86,0.0,2021-07-03,2021-03-26,Webseite,Bestandskunde - Zusatzprodukt,
OPP00005087,,ACC000904,Opportunity 5087,Angebot,26346.1,39.6,2025-10-24,2025-05-30,Webseite,Neukunde,519
OPP00005088,5088,ACC000804,Opportunity 5088,Closed Won,40198.01,100.0,2025-02-04,2024-11-04,Empfehlung,Bestandskunde - Upgrade,
OPP00005089,5089,ACC000300,Opportunity 5089,Closed Won,43616.75,100.0,2023-09-11,2023-04-15,Empfehlung,Bestandskunde - Zusatzprodukt,3064
OPP00005090,5090,ACC000297,Opportunity 5090,Closed Won,6711.66,100.0,2021-06-11,2021-02-05,Messe,Bestandskunde - Zusatzprodukt,
OPP00005091,,ACC000158,Opportunity 5091,Verhandlung,23991.28,27.1,2023-08-05,2023-02-17,Social Media,Bestandskunde - Upgrade,1279
OPP00005092,,ACC000711,Opportunity 5092,Qualifizierung,38468.96,19.6,2023-05-14,2023-04-05,Empfehlung,Neukunde,1894
OPP00005093,5093,ACC000199,Opportunity 5093,Closed Won,18676.98,100.0,2021-02-11,2021-01-08,Telefonakquise,Bestandskunde - Zusatzprodukt,704
OPP00005094,,ACC000864,Opportunity 5094,Closed Lost,32344.58,0.0,2023-08-04,2023-04-04,Telefonakquise,Bestandskunde - Zusatzprodukt,3458
OPP00005095,,ACC000677,Opportunity 5095,Qualifizierung,30971.05,58.0,2025-07-05,2025-01-13,Partner,Bestandskunde - Upgrade,
OPP00005096,,ACC000274,Opportunity 5096,Closed Lost,1349.06,0.0,2022-04-04,2021-10-08,Messe,Bestandskunde - Zusatzprodukt,3770
OPP00005097,,ACC000903,Opportunity 5097,Verhandlung,3059.99,33.8,2021-08-14,2021-03-01,Telefonakquise,Neukunde,4395
OPP00005098,,ACC000926,Opportunity 5098,Interessent,10476.32,51.3,2024-11-25,2024-09-19,Partner,Bestandskunde - Upgrade,
OPP00005099,,ACC000715,Opportunity 5099,Qualifizierung,39242.81,31.1,2023-02-01,2022-08-08,Empfehlung,Bestandskunde - Upgrade,1339
OPP00005100,,ACC000482,Opportunity 5100,Interessent,5980.83,30.2,2023-12-08,2023-10-25,Partner,Bestandskunde - Zusatzprodukt,1131
OPP00005101,,ACC000003,Opportunity 5101,Closed Lost,8401.65,0.0,2021-03-19,2021-01-07,Messe,Bestandskunde - Zusatzprodukt,
OPP00005102,5102,ACC000559,Opportunity 5102,Closed Won,5431.08,100.0,2024-04-16,2024-02-29,Empfehlung,Bestandskunde - Upgrade,5959
OPP00005103,,ACC000807,Opportunity 5103,Qualifizierung,45981.78,18.1,2023-10-17,2023-09-01,Empfehlung,Neukunde,6230
OPP00005104,,ACC000967,Opportunity 5104,Verhandlung,40677.66,68.1,2024-07-25,2024-06-13,Messe,Bestandskunde - Zusatzprodukt,5727
OPP00005105,5105,ACC000322,Opportunity 5105,Closed Won,19830.73,100.0,2022-01-07,2021-11-17,Social Media,Bestandskunde - Zusatzprodukt,
OPP00005106,5106,ACC000993,Opportunity 5106,Closed Won,3393.24,100.0,2022-11-02,2022-07-21,Partner,Bestandskunde - Upgrade,704
OPP00005107,,ACC000299,Opportunity 5107,Interessent,8143.14,61.1,2022-07-22,2022-03-02,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00005108,,ACC000256,Opportunity 5108,Closed Lost,27578.63,0.0,2023-12-27,2023-07-17,Social Media,Bestandskunde - Upgrade,4448
OPP00005109,5109,ACC000834,Opportunity 5109,Closed Won,17784.19,100.0,2022-04-16,2021-12-14,Messe,Neukunde,
OPP00005110,5110,ACC000908,Opportunity 5110,Closed Won,46830.08,100.0,2024-09-08,2024-04-12,Empfehlung,Neukunde,6022
OPP00005111,,ACC000598,Opportunity 5111,Interessent,38544.23,54.6,2023-08-31,2023-03-15,Messe,Bestandskunde - Upgrade,7465
OPP00005112,,ACC000727,Opportunity 5112,Closed Lost,46023.34,0.0,2024-08-11,2024-07-01,Empfehlung,Bestandskunde - Upgrade,2436
